Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,,Subvertical Industry,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code 
north america,usa,west,california,baroda ventures,1998,venture capital,www.barodaventures.com,"245 s beverly dr,beverly hills,ca,90212",90212,https://in.linkedin.com/company/baroda-ventures,"(+1) 310-276-0005
","
info@barodaventures.com",,"consumer internet,saas,mobile,ecommerce,digital media industries,healthcare","early stage
seed
late stage",100000,5000000,NaN,NaN,36.778259,-119.417931,ca
north america,united states of america,west,california,base ventures,2012,venture capital,http://base.ventures/,NaN,NaN,http://www.linkedin.com/companew york/base-ventures,NaN,hello@base.ventures,,venture capital,"
early stage venture ",NaN,NaN,NaN,258,36.778259,-119.417931,ca
north america,usa,west,california,baseline ventures,2006,venture capital,http://www.baselinev.com/,"san francisco, ca",NaN,https://www.linkedin.com/company/baseline-ventures/,NaN,steve@baselinev.com,,"technology,fintech sector",all,5000000,40000000,NaN,155,36.778259,-119.417931,ca
north america,usa,west,california,bay city capital,1997,NaN,http://www.baycitycapital.com/,"750 battery street
 suite 400
 san francisco, ca 94111
 united states",94111,NaN,(+1)415-676-3830,NaN,,"life sciences,biopharmaceuticals",all,1000000,115000000,NaN,92,36.778259,-119.417931,ca
north america,united states of america,west,california,bay partners,1976,private,http://www.baypartners.com/,"2180 sand hill road
suite 345
menlo park, ca 94025
 ",94025,https://www.linkedin.com/company/bay-partners?originalsubdomain=in,(+1) 650-854-1500,partners@baypartners.com,,"software,enterprise,software,semiconductors","growth stage, early stage, seed",500000,154000000,2800000000,169,36.778259,-119.417931,ca
north america,usa,west,california,belvedere capital partners,1994,venture capital,NaN,"1 maritime plaza
 suite 825
 san francisco, ca 94111
 united states",94111,NaN,(+1)415-434-1236,NaN,,asset management,early stage,5000000,5000000,5000000,1,36.778259,-119.417931,ca
north america,usa,west,california,bench mark,1995,angel group,http://www.benchmark.com/,"988 market streetsan francisco, 
 california 94102",94102,https://www.linkedin.com/company/benchmark-capital/,NaN,NaN,,"mobile,marketplaces,social,infrastructure,enterprise software",early stage,5000000,30000000,NaN,551,36.778259,-119.417931,ca
north america,usa,west,california,"benchmark 
capital",1995,private firm,http://www.benchmark.com,"988 market street ,san francisco
ca",94102,https://www.linkedin.com/company/benchmark-capital/,(+1)124- 423- 3730,NaN,,"technology &,financial services",early stage venture,3200000,500000000,2300000000,551,36.778259,-119.417931,ca
north america,united states of america,west,california,benchmark capital,1995,private,http://benchmark.com/,"2965 woodside road
woodside, ca 94062
 ",94062,https://in.linkedin.com/company/benchmark-capital,NaN,NaN,,"software and services,communications and security,semiconductors,mobile,social and cloud computing,consumer services,financial services,internet retail,online services,infrastructure services,systems software","seed , startups, early stage, growth stage, later/mature stage",450000,573000000,12900000000,551,36.778259,-119.417931,ca
north america,usa,west,california,berkeley international capital corp.,,NaN,http://www.berkeleyvc.com/,"po box 591748
 san francisco, ca 94159-1748
 san francisco, ca 94159-1748
 united states",94159,NaN,(+1)415-249-0450,info@berkeleyvc.com,,"engineering,market,sales",all,6000000,75000000,677000000,19,36.778259,-119.417931,ca
north america,united states of america,west,california,bessemer venture partners,1911,private,https://www.bvp.com/,"285 madison avenue, suite 1401
 new york , ny 10017",10017,https://www.linkedin.com/company/bessemer-venture-partners/?originalsubdomain=in,(+1) 212-653-1900,businessplan@bvp.com,,"space tech,mobile,marketplaces,healthcare,cloud computing,cyber security,it,infrastructure","seed , early stage",100000,367000000,16900000000,783,36.778259,-119.417931,ca
north america,usa,west,california,binary capital,2018,private equity firm,http://www.binarycap.com/,"1550 bryant street
 suite 700
 san francisco, ca 94103
 united states",94103,NaN,NaN,contact@binarycap.com,,financial services,early stage,2300000,17000000,84630000,16,36.778259,-119.417931,ca
north america,usa,west,california,blacksmith capital,2003,venture capital,http://blacksmithcapital.com/,"530 lytton avenue
 suite 303
 palo alto, ca 94301
 united states",94301,https://www.linkedin.com/company/bluehost.com,(+1)650-319-2150,NaN,,"information technology,software services",early stage,1000000,10000000,37600000,8,36.778259,-119.417931,ca
north america,usa,west,california,blue horizon equity,,private equity firm,http://www.bluehorizonequity.com/,"615 battery street, 4th floor
 san francisco ca 94111
 united states",94111,NaN,(+1) 415-493-5193,jhommeyer@bluehorizonequity.com,,"consumer products,business services,technology,health & wellness,environmental sustainability",seed,2000000,15000000,NaN,NaN,36.778259,-119.417931,ca
north america,usa,west,california,blueprint ventures,1999,private equity firm,http://www.blueprintventures.com/,"1350 bayshore highway
 burlingame, ca 94010
 united states",94010,NaN,(+1)415-901-4000,NaN,,"security,semiconductors",all,2000000,90000000,537000000,38,36.778259,-119.417931,ca
north america,united states of america,west,california,bluerun ventures,1998,private,http://brv.com/,"545 middlefield rd suite 250, menlo park, ca 94025",94025,https://www.linkedin.com/company/bluerun-ventures/,(+1) 650-462-7250,ventures@brv.com,,"mobile software & services,big data,commerce,internet,hardware","seed , startups, early stage",280000,473600000,2200000000,151,36.778259,-119.417931,ca
north america,united states of america,west,california,blumberg capital,1991,private,http://www.blumbergcapital.com/,"501 folsom street
suite 400
san francisco, ca 94105
 ",94105,https://www.linkedin.com/company/blumberg-capital/,(+1) 415-905-5000,info@blumbergcapital.com,,"financial services,security,enterprise software,saas,digital media,social media,mobile,consumer internet","seed , startups, growth stage, early stage",250000,98670000,1200000000,142,36.778259,-119.417931,ca
north america,usa,west,california,bp ventures,2012,venture capital,http://www.bp.com/en/global/corporate/about-bp/what-we-do/venturing.html,"ca
 united states",NaN,NaN,NaN,bpventures@bp.com,,NaN,all,5000000,15000000,NaN,NaN,36.778259,-119.417931,ca
north america,usa,west,california,brad peery communications,,NaN,NaN,"145 chapel drive
 mill valley, ca 94941
 united states",94941,NaN,(+1),NaN,,"wireless,telecommunication",all,11500000,250000000,445000000,6,36.778259,-119.417931,ca
north america,usa,west,california,brainstorm ventures,1999,NaN,http://www.brainstorm.vc/,"4 embarcadero center
 suite 1400
 san francisco, ca 94111
 united states",94111,NaN,NaN,team@brainstorm.vc,,NaN,early stage,5700000,14000000,19700000,2,36.778259,-119.417931,ca
north america,usa,west,california,brentwood associates,1972,private equity firm,http://www.brentwood.com/,"11150 santa monica boulevard
 suite 1200
 los angeles, ca 90025
 united states",90025,NaN,(+1) 310-477-6611,info@brentwood.com,,"lifestyle products,food and beverage,business services,consumer good,branded consumer products and services,direct marketing",all,735000,80000000,345000000,14,36.778259,-119.417931,ca
north america,usa,west,california,breyers capital,2006,venture capital,http://breyercapital.com/,"2500 sand hill road
 suite 300
 menlo park, 94025
 california, united states",94025,https://www.linkedin.com/company/6613913?trk=tyah&trkinfo=clickedvertical%3acompany%2cclickedentityid%3a6613913%2cidx%3a1-1-1%2ctarid%3a1442937743452%2ctas%3abreyer%20capital,(+1) 650-422-1681,info@breyercapital.com,,"media,education,retail sectors",early stage,5500000,38000000,NaN,NaN,36.778259,-119.417931,ca
north america,usa,west,california,"broadview capital partners, llc",1999,venture capital,http://www.broadview.com/,"one maritime plaza
 
 suite 2525
 
 san francisco, ca 94111
 
 united states",94111,NaN,(+1)415-434-6000,broadview@jefferies.com,,"information technology,communications,digital media industries",growth stage,2000000,90000000,424400000,13,36.778259,-119.417931,ca
north america,usa,west,california,burrill & company,1994,private equity firm,https://b-llc.com/,"204l0 broadway
 suite 201
 san francisco, ca 94115
 united states",94115,https://b-llc.com/,(+1)415-591-5400,burrill@b-c.com,,"industrial and agricultural biotechnology,pharmaceuticals,health care,medical technology",all,2000000,49000000,NaN,83,36.778259,-119.417931,ca
north america,usa,west,california,bv capital(eventures),1998,NaN,http://eventures.vc/,"600 montgomery street
 
 43rd floor
 san francisco, ca 94111
 united states",941111,http://www.linkedin.com/company/e-ventures,(+1)415-869-5200,info@eventures.vc,,internet and technology driven,all,1000000,160000000,NaN,235,36.778259,-119.417931,ca
north america,usa,west,california,caa ventures,2012,venture capital,http://www.caaventures.com/,"2000 avenue of the stars
 los angeles, ca 90067
 united states",90067,https://www.linkedin.com/company/caa-ventures/,(+1) 424-288-2000,contact@caaventures.com,,internet,all,2000000,30000000,NaN,53,36.778259,-119.417931,ca
north america,usa,west,california,california technology ventures,,venture capital,http://www.ctventures.com/,"670 north rosemead blvd
 suite 201
 pasadena, ca 91107
 united states",91107,NaN,(+1)626-351-3700,info@ctventures.com,,"information technology,communications,life science sectors",early stage,500000,45000000,451230000,37,36.778259,-119.417931,ca
north america,usa,west,california,cambria group,1996,venture capital,http://www.cambriagroup.com/,"2055 woodside road suite 195
 redwood city, ca 94061
 united states",94061,NaN,(+1) 650-241-6400,NaN,,"business,investment",early stage,3000000,3000000,3000000,1,36.778259,-119.417931,ca
north america,united states of america,west,california,cambrian ventures,2000,private,http://www.cambrianventures.com/index.html,"1686 second street
suite 217
livermore, ca 94550
 ",94550,https://in.linkedin.com/company/cambrian-ventures,(+1) 650-938-5900,info@cambrianventures.com,,"mobile,storage,file sharing","early stage, seed",1000000,50000000,243000000,25,36.778259,-119.417931,ca
north america,usa,west,california,"cambrian ventures, inc.",2000,private equity firm,http://www.cambrianventures.com/,"401 castro street
 suite 260
 mountain view, ca 94041
 united states",94041,NaN,(+1)650-906-6226,info@cambrianventures.com,,"database or storage software,consumer applications,enterprise applications","early, seed",1000000,50000000,247000000,25,36.778259,-119.417931,ca
north america,united states of america,west,california,camp ventures,,private,http://www.campventures.com/,"280 2nd st # 280, los altos, ca 94022",94022,https://in.linkedin.com/company/camp-ventures,(+1) 650-949-0804,justin@campventures.com,,"semiconductors,mobile,sports","seed , startups",250000,200000,78000000,13,36.778259,-119.417931,ca
north america,usa,west,california,"camp ventures, llc",,venture capital,http://www.campventures.com/,"280 second street
 suite 280
 los altos, ca 94022
 united states",94022,NaN,(+1)650-949-0804,justin@campventures.com,,NaN,early stage,250000,20000000,79000000,13,36.778259,-119.417931,ca
north america,usa,west,california,canaan partners,1987,private equity firm,www.canaan.com,"2765 sand hill road, menlo park, ca 94025, united states",94025,https://www.linkedin.com/company/canaan-partners,(+1)-650-854-8092,lhahn@canaan.com,,"fintech,big data,advertising,marketing,clean technology,wireless,computer hardware,digital media,enterprise software and services,biotechnology,semiconductor,energy storage,mobile,antibiotics ",early and late stage,50000,80000000,5000000000,510,36.778259,-119.417931,ca
north america,usa,west,california,canvas ventures,2013,venture capital,http://www.canvas.vc/,"3200 alpine road
 portola valley, ca 94028
 united states",94028,http://www.linkedin.com/company/canvas-venture-fund,(+1) 650-388-7600,ching@canvas.vc,,"fintech,digital health,marketplaces,enterprise saas,big data",early stage,3000000,60000000,563000000,35,36.778259,-119.417931,ca
north america,usa,west,california,canyon capital advisors,,private equity firm,http://www.canyoncapitalrealtyadvisors.com/,"2000 avenue of the stars
 
 11th floor
 
 los angeles, ca 90067
 
 united states",90067,NaN,(+1)310-272-1000,NaN,,investment management,growth stage,15500000,15500000,15500000,1,36.778259,-119.417931,ca
north america,usa,west,california,canyon creek capital,2011,venture capital,"www.canyoncreekcapital.com
","113411th street
suite 101
santa monica, ca 90403
united states",90403,https://in.linkedin.com/company/canyon-creek-capital,NaN,"
buck.jordan@canyoncreekcapital.com",,"technology,marketplaces,software as a service (saas)","early stage
seed",2000000,5000000,NaN,NaN,36.778259,-119.417931,ca
north america,usa,west,california,capitalg,2013,private equity firm,NaN,"1600 amphitheatre parkway
 mountain view, ca 94043
 united states",94043,NaN,NaN,NaN,,"financial technology,technology",late stage,15000000,1000000000,8180850000,44,36.778259,-119.417931,ca
north america,usa,west,california,capstone ventures,1996,venture capital,http://www.capven.com/,"3000 sand hill road
 
 building 1
 
 suite 290
 
 menlo park, ca 94025
 
 united states",94205,NaN,(+1),j.hilton@capven.com,,"usinesstobusiness,healthcare,information technology",early stage,670000,60000000,116000000,7,36.778259,-119.417931,ca
