Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,Sectors dealt with,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code ,
North America,USA,west,california,"Avalon Ventures, LLC",1983,Partners,www.avalon-ventures.com,1134 Kline Street La Jolla,92037,https://www.linkedin.com/company/avalon-ventures/?originalSubdomain=in,(+1) 858-348-2180,info@avalon-ventures.com,"information technology 
 life sciences","Early Stage Venture, 
Late Stage Venture, 
Seed",800K,63M,,156,36.778259,-119.417931,CA,
North America,USA,West,California,AvTech Ventures,2001,Venture Capital,,"1201 Camino Del Mar
 Suite 215
 Del Mar, CA 92014
 
 United States",92014,,,,Information technology,Early Stage,9M,16M,25M,2,36.778259,-119.417931,CA,
North America,USA,west,california,"Azure Capital
 Partners",2000,Private Firm,azurecap.com,"105 Battery Street San francisco,
CA",94111,https://www.linkedin.com/company/azure-capital-partners/?originalSubdomain=in,(+1) 415- 276- 5500,"info@azurecap.
com","Communications, 
Consumer, Enterp
rise, Internet, IT
 Infrastructure","Early Stage Venture,
 Late Stage Venture,
 Seed",0.5M,50M,,131,36.778259,-119.417931,CA,
North America,USA,West,California,Azure Capital Partners,2000,,http://www.azurecap.com/,"1050 Battery Street
 Suite 100
 San Francisco, CA 94111
 United States",94111,https://www.linkedin.com/company/azure-capital-partners,(+1)415-276-5500,info@azurecap.com,"technology
 , communications,
 internet,
 information technology,
 infrastructure companies.",All,665K,100M,,131,36.778259,-119.417931,CA,
North America,USA,West,california,BA Venture Partners,,Venture Capital,,"950 Tower Lane
 
 Suite 1150
 
 Foster City, CA 94404
 
 United States",94404,,(+1) 650 378 6000,,"healthcare
 IT",All,3.5M,102.5M,335.5M,11,36.778259,-119.417931,CA,
North America,USA,West,California,Band of Angels,1994,Private Equity Firm,http://bandangels.com/,"535 Middlefield Road
 Suite 190
 Menlo Park, CA 94025
 United States",94025,https://www.linkedin.com/company/62280?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A62280%2Cidx%3A2-1-2%2CtarId%3A1449526974714%2Ctas%3Aband%20of%20angels,(+1)650-321-0852,contact@bandangels.com,"electronics
 biotechnology,
 software, 
 telecommunications,
 internet,
 life sciences,
 industrial",All,350M,60M,,99,36.778259,-119.417931,CA,
north america,USA,West,california,Baroda Ventures,1998,Venture Capital,www.barodaventures.com,"245 S Beverly Dr,Beverly Hills,CA,90212",90212,https://in.linkedin.com/company/baroda-ventures,"(+1) 310-276-0005
","
info@barodaventures.com","consumer Internet
SaaS
mobile
e-commerce
digital media industries
Healthcare","Early Stage
Seed
Late Stage", 0.1M,5M,,,36.778259,-119.417931,CA,
North America,United States of America,West,California,Base Ventures,2012,Venture Capital,http://base.ventures/,,,http://www.linkedin.com/compaNew York/base-ventures,,hello@base.ventures,Venture Capital,"
Early Stage Venture ",,,,258,36.778259,-119.417931,CA,
North America,USA,West,California,Baseline Ventures,2006,Venture Capital,http://www.baselinev.com/,"San Francisco, CA",,https://www.linkedin.com/company/baseline-ventures/,,steve@baselinev.com,"technology 
 fintech sector",All,5M,40M,,155,36.778259,-119.417931,CA,
North America,USA,West,California,Bay City Capital,1997,,http://www.baycitycapital.com/,"750 Battery Street
 Suite 400
 San Francisco, CA 94111
 United States",94111,,(+1)415-676-3830,,"life sciences
 biopharmaceuticals",All,1M,115M,,92,36.778259,-119.417931,CA,
North America,United States of America,West,California,Bay Partners,1976,Private,http://www.baypartners.com/,"2180 Sand Hill Road
Suite 345
Menlo Park, CA 94025
 ",94025,https://www.linkedin.com/company/bay-partners?originalSubdomain=in,(+1) 650-854-1500,partners@baypartners.com,"Software, 
Enterprise 
Software, 
Semiconductors","Growth Stage, Early Stage, Seed",0.5M,154M,2.8B,169,36.778259,-119.417931,CA,
north america,USA,West,california,Belvedere Capital Partners,1994,Venture Capital,,"1 Maritime Plaza
 Suite 825
 San Francisco, CA 94111
 United States",94111,,(+1)415-434-1236,,Asset management,Early Stage,5M,5M,5M,1,36.778259,-119.417931,CA,
North America,USA,West,California,Bench Mark,1995,Angel group,http://www.benchmark.com/,"988 Market StreetSan Francisco, 
 California 94102",94102,https://www.linkedin.com/company/benchmark-capital/,,,"mobile 
 marketplaces 
 social 
 infrastructure 
 enterprise software.",Early Stage,5M,30M,,551,36.778259,-119.417931,CA,
North America,USA,west,california,"Benchmark 
Capital",1995,Private Firm,http://www.benchmark.com,"988 Market Street ,San francisco
CA",94102,https://www.linkedin.com/company/benchmark-capital/,(+1)124- 423- 3730,,"Technology &
 Financial Services",early Stage Venture,3.2M,500M,2.3B,551,36.778259,-119.417931,CA,
North America,United States of America,West,California,Benchmark Capital,1995,Private,http://benchmark.com/,"2965 Woodside Road
Woodside, CA 94062
 ",94062,https://in.linkedin.com/company/benchmark-capital,,,"software and services, 
communications and security, 
semiconductors
mobile,
social and cloud computing, 
consumer services, 
financial services, 
Internet retail, 
online services, 
infrastructure services, 
systems software","Seed , Startups, Early Stage, Growth Stage, Later/Mature Stage",0.45M,573M,12.9B,551,36.778259,-119.417931,CA,
North America,USA,West,California,Berkeley International Capital Corp.,,,http://www.berkeleyvc.com/,"PO Box 591748
 San Francisco, CA 94159-1748
 San Francisco, CA 94159-1748
 United States",94159,,(+1)415-249-0450,info@berkeleyvc.com,"Engineering
 market
 sales",All,6M,75M,677M,19,36.778259,-119.417931,CA,
North America,USA,West,California,bessemer venture capital,1911,Private Firm,https://www.bvp.com/,535 middlefield road suite 245 silicon valley menlo park CA 94025,94025,https://www.linkedin.com/company/bessemer-venture-partners/,(+1)650-853-7000,businessplan@bvp.com,"healthcare
,technology",All,100K,300M,6.2B,781,36.778259,-119.417931,CA,
North America,United States of America,West,California,Bessemer Venture Partners,1911,Private,https://www.bvp.com/,"285 Madison Avenue, Suite 1401
 New York , NY 10017",10017,https://www.linkedin.com/company/bessemer-venture-partners/?originalSubdomain=in,(+1) 212-653-1900,businessplan@bvp.com,"Space Tech, 
Mobile, 
Marketplaces, 
Healthcare, 
Cloud Computing, 
Cyber Security, 
IT 
Infrastructure","Seed , Early Stage",0.1M,367M,16.9B,783,36.778259,-119.417931,CA,
North America,USA,West,California,Binary Capital,2018,Private Equity Firm,http://www.binarycap.com/,"1550 Bryant Street
 Suite 700
 San Francisco, CA 94103
 United States",94103,,,contact@binarycap.com,Financial Services,Early stage,2.3M,17M,84.63M,16,36.778259,-119.417931,CA,
North America,USA,West,California,Blacksmith Capital,2003,Venture Capital,http://blacksmithcapital.com/,"530 Lytton Avenue
 Suite 303
 Palo Alto, CA 94301
 United States",94301,https://www.linkedin.com/company/bluehost.com,(+1)650-319-2150,,"Information technology
 software services",Early Stage,1M,10M,37.6M,8,36.778259,-119.417931,CA,
North America,USA,West,California,Blue Horizon Equity,,Private Equity Firm,http://www.bluehorizonequity.com/,"615 Battery Street, 4th Floor
 San Francisco CA 94111
 United States",94111,,(+1) 415-493-5193,jhommeyer@bluehorizonequity.com,"Consumer Products
 , Business Services,
 Technology
 , Health & Wellness,
 Environmental Sustainability",Seed,2M,15M,,,36.778259,-119.417931,CA,
North America,USA,West,California,Blueprint Ventures,1999,Private Equity Firm,http://www.blueprintventures.com/,"1350 Bayshore Highway
 Burlingame, CA 94010
 United States",94010,,(+1)415-901-4000,,"Security
 semiconductors",All,2M,90M,537M,38,36.778259,-119.417931,CA,
North America,United States of America,West,California,BlueRun Ventures,1998,Private,http://brv.com/,"545 Middlefield Rd Suite 250, Menlo Park, CA 94025",94025,https://www.linkedin.com/company/bluerun-ventures/,(+1) 650-462-7250,ventures@brv.com,"Mobile Software & Services, 
Big Data, 
Commerce, 
Internet, 
Hardware","Seed , Startups, Early Stage",0.28M,473.6M,2.2B,151,36.778259,-119.417931,CA,
North America,United States of America,West,California,BlueRun Ventures,1998,Venture Capital,http://www.brv.com/,"545 Middlefield Road
 Suite 250
 Menlo Park, CA 94025
 United States",94025,https://www.linkedin.com/company/bluerun-ventures/,(+1) 650-462-7250,ventures@brv.com,"internet and media, 
 enterprise software, 
 semiconductor","Early Stage Venture, Late Stage Venture",,,775M,151,36.778259,-119.417931,CA,
North America,United States of America,West,California,Blumberg Capital,1991,Private,http://www.blumbergcapital.com/,"501 Folsom Street
Suite 400
San Francisco, CA 94105
 ",94105,https://www.linkedin.com/company/blumberg-capital/,(+1) 415-905-5000,info@blumbergcapital.com,"Financial Services, 
Security, 
Enterprise Software,
SaaS, 
Digital Media, 
Social Media, 
Mobile, 
Consumer Internet","Seed , Startups, Growth Stage, Early Stage",0.25M,98.67M,1.2B,142,36.778259,-119.417931,CA,
North america,USA,West,California,BP Ventures,2012,Venture Capital,http://www.bp.com/en/global/corporate/about-bp/what-we-do/venturing.html,"CA
 United States",,,,bpventures@bp.com,,All,5M,15M,,,36.778259,-119.417931,CA,
North America,USA,West,California,Brad Peery Communications,,,,"145 Chapel Drive
 Mill Valley, CA 94941
 United States",94941,,(+1),,"wireless
 telecommunication",all,11.5M,250M,445M,6,36.778259,-119.417931,CA,
North America,USA,West,California,Brainstorm Ventures,1999,,http://www.brainstorm.vc/,"4 Embarcadero Center
 Suite 1400
 San Francisco, CA 94111
 United States",94111,,,team@brainstorm.vc,,Early Stage,5.7M,14M,19.7M,2,36.778259,-119.417931,CA,
North America,USA,West,California,Brentwood Associates,1972,Private Equity Firm,http://www.brentwood.com/,"11150 Santa Monica Boulevard
 Suite 1200
 Los Angeles, CA 90025
 United States",90025,,(+1) 310-477-6611,info@brentwood.com,"lifestyle products
 food and beverage,
 business services,
 consumer good,
 branded consumer products and services,
 direct marketing",All,735K,80M,345M,14,36.778259,-119.417931,CA,
North America,USA,West,California,Breyers Capital,2006,Venture Capital,http://breyercapital.com/,"2500 Sand Hill Road
 Suite 300
 Menlo Park, 94025
 California, United States",94025,https://www.linkedin.com/company/6613913?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A6613913%2Cidx%3A1-1-1%2CtarId%3A1442937743452%2Ctas%3ABreyer%20Capital,(+1) 650-422-1681,info@breyercapital.com,"media 
 education 
 retail sectors",Early Stage,5.5M,38M,,,36.778259,-119.417931,CA,
North America,USA,West,California,"Broadview Capital Partners, LLC",1999,Venture Capital,http://www.broadview.com/,"One Maritime Plaza
 
 Suite 2525
 
 San Francisco, CA 94111
 
 United States",94111,,(+1)415-434-6000,broadview@jefferies.com,"information technology,
  communications,
  digital media industries.",Growth Stage,2M,90M,424.4M,13,36.778259,-119.417931,CA,
North America,USA,West,California,Burrill & Company,1994,Private Equity Firm,https://b-llc.com/,"204l0 Broadway
 Suite 201
 San Francisco, CA 94115
 United States",94115,https://b-llc.com/,(+1)415-591-5400,burrill@b-c.com,"industrial and agricultural biotechnology,
 pharmaceuticals
 , health care, 
 medical technology",All,2M,49M,,83,36.778259,-119.417931,CA,
North America,USA,West,California,BV Capital(eventures),1998,,http://eventures.vc/,"600 Montgomery Street
 
 43rd Floor
 San Francisco, CA 94111
 United States",941111,http://www.linkedin.com/company/e-ventures,(+1)415-869-5200,info@eventures.vc,internet and technology driven,All,1M,160M,,235,36.778259,-119.417931,CA,
North america,USA,West,California,CAA Ventures,2012,Venture Capital,http://www.caaventures.com/,"2000 Avenue of the Stars
 Los Angeles, CA 90067
 United States",90067,https://www.linkedin.com/company/caa-ventures/,(+1) 424-288-2000,contact@caaventures.com,internet,All,2M,30M,,53,36.778259,-119.417931,CA,
North America,USA,West,California,California Technology Ventures,,Venture Capital,http://www.ctventures.com/,"670 North Rosemead Blvd
 Suite 201
 Pasadena, CA 91107
 United States",91107,,(+1)626-351-3700,info@ctventures.com,"information technology, 
 communications,
  life science sectors",Early Stage,500K,45M,451.23M,37,36.778259,-119.417931,CA,
North America,USA,West,California,Cambria Group,1996,Venture Capital,http://www.cambriagroup.com/,"2055 Woodside Road Suite 195
 Redwood City, CA 94061
 United States",94061,,(+1) 650-241-6400,,"Business
 Investment",Early Stage,3M,3M,3M,1,36.778259,-119.417931,CA,
North America,United States of America,West,California,Cambrian Ventures,2000,Private,http://www.cambrianventures.com/index.html,"1686 Second Street
Suite 217
Livermore, CA 94550
 ",94550,https://in.linkedin.com/company/cambrian-ventures,(+1) 650-938-5900,info@cambrianventures.com,"Mobile, 
Storage, 
File Sharing","Early Stage, Seed",1M ,50M,243M,25,36.778259,-119.417931,CA,
North America,USA,West,California,"Cambrian Ventures, Inc.",2000,Private Equity Firm,http://www.cambrianventures.com/,"401 Castro Street
 Suite 260
 Mountain View, CA 94041
 United States",94041,,(+1)650-906-6226,info@cambrianventures.com,"database or storage software,
 consumer applications,
 enterprise applications","Early, seed",1M,50M,247M,25,36.778259,-119.417931,CA,
North America,United States of America,West,California,Camp Ventures,,Private,http://www.campventures.com/,"280 2nd St # 280, Los Altos, CA 94022",94022,https://in.linkedin.com/company/camp-ventures,(+1) 650-949-0804,justin@campventures.com,"Semiconductors, 
Mobile, 
Sports","Seed , Startups",0.25M,0.2M,78M,13,36.778259,-119.417931,CA,
North America,USA,West,California,"Camp Ventures, LLC",,Venture Capital,http://www.campventures.com/,"280 Second Street
 Suite 280
 Los Altos, CA 94022
 United States",94022,,(+1)650-949-0804,justin@campventures.com,,Early Stage,250K,20M,79M,13,36.778259,-119.417931,CA,
North America,USA,West,California,Canaan Partners,1987,Private Equity Firm,www.canaan.com,"2765 Sand Hill Road, Menlo Park, CA 94025, United States",94025,https://www.linkedin.com/company/canaan-partners,(+1)-650-854-8092,lhahn@canaan.com,"Fintech,
 Big Data,
 Advertising, 
Marketing, 
Clean Technology,
 Wireless, 
Computer Hardware, 
Digital Media, 
Enterprise software and Services, 
Biotechnology, 
Semiconductor,
 Energy Storage,
 Mobile,
 Antibiotics. ",Early and Late Stage,50K,80M,5B,510,36.778259,-119.417931,CA,
North America,USA,West,California,canaan partners,1987,Private Firm,https://canaan.com,2765 sand hill road menlo park CA 94025,94025,https://in.linkedin.com/company/canaan-partners,(+1)650-854-8092,ihahn@canaan.com,"biopharma
,fintech,
healthcare",Early Stage,0.05M,80M,2.8B,510,36.778259,-119.417931,CA,
North America,United States of America,West,California,Canaan Partners,1987,Private,http://canaan.com/,"San Francisco
27 South Park, Ste. 201
San Francisco, CA 94107",94107,https://www.linkedin.com/company/canaan-partners/,(+1) 650-854-8092,lhahn@canaan.com,"Enterprise Applications, 
FinTech,
Health Care, 
Marketplace, 
Medical Device, 
Venture Capital","Later/Mature Stage, Early Stage, Startups, Seed",0.179M,132M,8.9B,515,36.778259,-119.417931,CA,
North America,USA,West,California,Canvas Ventures,2013,Venture Capital,http://www.canvas.vc/,"3200 Alpine Road
 Portola Valley, CA 94028
 United States",94028,http://www.linkedin.com/company/canvas-venture-fund,(+1) 650-388-7600,ching@canvas.vc,"fintech 
 digital health 
 marketplaces 
 enterprise SaaS 
 big data",Early Stage,3M,60M,563M,35,36.778259,-119.417931,CA,
North america,USA,West,California,Canyon Capital Advisors,,Private Equity Firm,http://www.canyoncapitalrealtyadvisors.com/,"2000 Avenue of the Stars
 
 11th Floor
 
 Los Angeles, CA 90067
 
 United States",90067,,(+1)310-272-1000,,Investment management,Growth Stage,15.5M,15.5M,15.5M,1,36.778259,-119.417931,CA,
north america,USA,West,california,Canyon Creek Capital,2011,Venture Capital,"www.canyoncreekcapital.com
","113411th Street
Suite 101
Santa Monica, CA 90403
United States",90403,https://in.linkedin.com/company/canyon-creek-capital,,"
buck.jordan@canyoncreekcapital.com","technology
marketplaces
Software as a Service (SaaS)","Early Stage
Seed",2M,5M,,,36.778259,-119.417931,CA,
North America,USA,West,California,CapitalG,2013,Private Equity Firm,,"1600 Amphitheatre Parkway
 Mountain View, CA 94043
 United States",94043,,,,"Financial technology
 technology",Late stage,15M,1B,8180.85M,44,36.778259,-119.417931,CA,
North America,USA,West,California,Capstone Ventures,1996,Venture Capital,http://www.capven.com/,"3000 Sand Hill Road
 
 Building 1
 
 Suite 290
 
 Menlo Park, CA 94025
 
 United States",94205,,(+1),j.hilton@capven.com,"usiness-to-business,
  healthcare,
  information technology",Early Stage,670K,60M,116M,7,36.778259,-119.417931,CA,
